loan_id,borrower_id,application_date,event_date,days_to_event,event_type,defaulted,loss_given_default,loss_amount,default_probability
L002301,B0754,2023-09-27,2023-11-26,60,maturity,False,0.0,0.0,0.0
L002302,B0754,2024-01-15,2024-02-14,30,maturity,False,0.0,0.0,0.0
L002303,B0755,2023-02-08,2023-08-07,180,maturity,False,0.0,0.0,0.0
L002304,B0755,2024-02-15,2025-02-14,365,maturity,False,0.0,0.0,0.0
L002305,B0755,2024-11-02,2025-11-02,365,maturity,False,0.0,0.0,0.0
L002306,B0755,2023-10-21,2024-10-20,365,maturity,False,0.0,0.0,0.0
L002307,B0755,2023-02-28,2023-04-29,60,maturity,False,0.0,0.0,2.495761675663029e-63
L002308,B0756,2024-03-25,2024-04-24,30,maturity,False,0.0,0.0,0.0
L002309,B0756,2023-07-26,2024-07-25,365,maturity,False,0.0,0.0,0.0
L002310,B0756,2023-10-20,2023-12-19,60,maturity,False,0.0,0.0,0.0
L002311,B0756,2023-02-04,2024-02-04,365,maturity,False,0.0,0.0,0.0
L002312,B0757,2024-06-12,2024-08-11,60,maturity,False,0.0,0.0,0.0
L002313,B0757,2024-09-21,2024-11-20,60,maturity,False,0.0,0.0,0.0
L002314,B0757,2024-11-21,2024-12-08,17,default,True,0.09379911013822535,4093.9733708442695,1.0
L002315,B0757,2024-01-04,2024-03-04,60,maturity,False,0.0,0.0,0.0
L002316,B0757,2024-11-01,2024-12-01,30,maturity,False,0.0,0.0,0.0
L002317,B0758,2023-03-30,2023-06-28,90,maturity,False,0.0,0.0,0.0
L002318,B0758,2024-02-14,2024-05-14,90,maturity,False,0.0,0.0,0.0
L002319,B0759,2024-02-20,2024-09-27,220,default,True,0.06517281123338098,2359.1998179503225,1.0
L002320,B0759,2023-07-25,2024-07-24,365,maturity,False,0.0,0.0,0.0
L002321,B0759,2023-01-16,2023-02-15,30,maturity,False,0.0,0.0,0.0
L002322,B0759,2023-04-03,2023-10-26,206,default,True,0.21336605599552796,7385.015669873214,1.0
L002323,B0760,2024-07-26,2025-07-26,365,maturity,False,0.0,0.0,0.0
L002324,B0760,2023-12-23,2024-03-22,90,maturity,False,0.0,0.0,0.0
L002325,B0760,2023-10-11,2023-12-10,60,maturity,False,0.0,0.0,0.0
L002326,B0761,2023-07-19,2024-01-15,180,maturity,False,0.0,0.0,0.0
L002327,B0761,2024-02-18,2025-02-17,365,maturity,False,0.0,0.0,0.0
L002328,B0761,2023-01-05,2023-04-05,90,maturity,False,0.0,0.0,0.0
L002329,B0761,2023-06-29,2023-12-26,180,maturity,False,0.0,0.0,0.0
L002330,B0761,2024-06-02,2024-07-02,30,maturity,False,0.0,0.0,0.0
L002331,B0762,2023-03-16,2024-03-15,365,maturity,False,0.0,0.0,0.0
L002332,B0762,2023-10-29,2024-01-27,90,maturity,False,0.0,0.0,0.0
L002333,B0762,2023-04-30,2024-04-29,365,maturity,False,0.0,0.0,0.0
L002334,B0762,2023-09-21,2024-09-20,365,maturity,False,0.0,0.0,0.0
L002335,B0762,2024-08-11,2024-11-09,90,maturity,False,0.0,0.0,0.0
L002336,B0763,2024-01-22,2025-01-21,365,maturity,False,0.0,0.0,0.0
L002337,B0763,2024-05-10,2024-07-09,60,maturity,False,0.0,0.0,0.0
L002338,B0763,2023-12-14,2024-06-11,180,maturity,False,0.0,0.0,0.0
L002339,B0763,2024-11-28,2025-05-27,180,maturity,False,0.0,0.0,0.0
L002340,B0764,2023-01-29,2023-07-28,180,maturity,False,0.0,0.0,0.0
L002341,B0764,2023-04-30,2023-07-29,90,maturity,False,0.0,0.0,0.0
L002342,B0764,2023-03-11,2023-09-07,180,maturity,False,0.0,0.0,0.0
L002343,B0764,2024-10-10,2024-12-09,60,maturity,False,0.0,0.0,0.0
L002344,B0764,2024-11-24,2025-01-23,60,maturity,False,0.0,0.0,0.0
L002345,B0765,2024-02-27,2024-05-27,90,maturity,False,0.0,0.0,0.0
L002346,B0765,2024-06-12,2025-06-12,365,maturity,False,0.0,0.0,0.0
L002347,B0765,2023-01-10,2023-04-10,90,maturity,False,0.0,0.0,0.0
L002348,B0766,2023-10-22,2023-11-21,30,maturity,False,0.0,0.0,0.0
L002349,B0766,2024-02-13,2024-05-09,86,default,True,0.15783554010886913,5757.341420284446,1.0
L002350,B0767,2024-07-21,2024-09-19,60,maturity,False,0.0,0.0,0.0
L002351,B0768,2023-11-18,2024-02-01,75,default,True,0.1494970260660624,9161.417289095398,1.0
L002352,B0768,2023-08-12,2024-08-11,365,maturity,False,0.0,0.0,0.0
L002353,B0768,2023-10-03,2023-12-02,60,maturity,False,0.0,0.0,0.0
L002354,B0768,2024-11-30,2025-01-29,60,maturity,False,0.0,0.0,0.0
L002355,B0769,2023-07-24,2023-09-22,60,maturity,False,0.0,0.0,0.0
L002356,B0769,2023-09-05,2023-12-04,90,maturity,False,0.0,0.0,0.0
L002357,B0769,2023-07-31,2023-09-29,60,maturity,False,0.0,0.0,0.0
L002358,B0769,2023-07-27,2023-09-25,60,maturity,False,0.0,0.0,0.0
L002359,B0770,2023-12-31,2024-02-29,60,maturity,False,0.0,0.0,0.0
L002360,B0770,2023-04-20,2023-05-20,30,maturity,False,0.0,0.0,0.0
L002361,B0770,2023-03-22,2023-09-18,180,maturity,False,0.0,0.0,0.0
L002362,B0770,2024-09-20,2024-10-20,30,maturity,False,0.0,0.0,0.0
L002363,B0770,2024-07-08,2024-08-07,30,maturity,False,0.0,0.0,0.0
L002364,B0771,2024-01-16,2025-01-15,365,maturity,False,0.0,0.0,0.0
L002365,B0771,2023-11-19,2024-05-17,180,maturity,False,0.0,0.0,0.0
L002366,B0771,2024-08-11,2024-11-09,90,maturity,False,0.0,0.0,0.0
L002367,B0771,2024-05-17,2024-07-16,60,maturity,False,0.0,0.0,0.0
L002368,B0772,2023-10-14,2024-04-11,180,maturity,False,0.0,0.0,0.0
L002369,B0772,2023-08-16,2024-08-15,365,maturity,False,0.0,0.0,0.0
L002370,B0772,2023-05-12,2023-06-11,30,maturity,False,0.0,0.0,0.0
L002371,B0772,2024-06-22,2024-12-19,180,maturity,False,0.0,0.0,0.0
L002372,B0772,2024-05-04,2025-05-04,365,maturity,False,0.0,0.0,0.0
L002373,B0773,2024-05-29,2024-08-27,90,maturity,False,0.0,0.0,0.0
L002374,B0774,2024-12-03,2025-02-01,60,maturity,False,0.0,0.0,0.0
L002375,B0774,2024-04-13,2024-05-13,30,maturity,False,0.0,0.0,0.0
L002376,B0774,2024-12-16,2025-12-16,365,maturity,False,0.0,0.0,0.0
L002377,B0774,2024-04-16,2024-07-15,90,maturity,False,0.0,0.0,0.0
L002378,B0775,2023-01-13,2023-03-14,60,maturity,False,0.0,0.0,0.0
L002379,B0776,2024-08-17,2024-09-16,30,maturity,False,0.0,0.0,0.0
L002380,B0776,2023-11-30,2024-02-28,90,maturity,False,0.0,0.0,0.0
L002381,B0776,2024-09-19,2024-12-18,90,maturity,False,0.0,0.0,0.0
L002382,B0776,2023-07-11,2024-07-10,365,maturity,False,0.0,0.0,0.0
L002383,B0777,2023-08-31,2023-11-29,90,maturity,False,0.0,0.0,0.0
L002384,B0777,2024-04-27,2025-04-27,365,maturity,False,0.0,0.0,0.0
L002385,B0777,2023-12-18,2024-03-17,90,maturity,False,0.0,0.0,0.0
L002386,B0778,2024-05-25,2024-11-21,180,maturity,False,0.0,0.0,0.0
L002387,B0778,2023-08-04,2024-01-31,180,maturity,False,0.0,0.0,0.0
L002388,B0779,2024-01-09,2024-07-07,180,maturity,False,0.0,0.0,0.0
L002389,B0779,2023-10-14,2024-04-11,180,maturity,False,0.0,0.0,0.0
L002390,B0779,2023-07-04,2024-07-03,365,maturity,False,0.0,0.0,0.0
L002391,B0780,2024-08-12,2024-10-11,60,maturity,False,0.0,0.0,0.0
L002392,B0780,2023-04-13,2023-07-12,90,maturity,False,0.0,0.0,0.0
L002393,B0781,2024-07-22,2025-01-18,180,maturity,False,0.0,0.0,0.0
L002394,B0781,2024-01-26,2024-03-26,60,maturity,False,0.0,0.0,0.0
L002395,B0782,2023-06-03,2023-11-30,180,maturity,False,0.0,0.0,0.0
L002396,B0782,2023-01-10,2023-03-11,60,maturity,False,0.0,0.0,0.0
L002397,B0783,2024-05-26,2024-06-08,13,default,True,0.128488285483667,4895.516951953141,1.0
L002398,B0783,2024-10-07,2025-10-07,365,maturity,False,0.0,0.0,0.0
L002399,B0783,2024-06-30,2024-09-28,90,maturity,False,0.0,0.0,0.0
L002400,B0783,2024-05-13,2024-08-11,90,maturity,False,0.0,0.0,0.0
L002401,B0784,2024-07-29,2025-07-29,365,maturity,False,0.0,0.0,0.0
L002402,B0784,2023-02-18,2023-08-17,180,maturity,False,0.0,0.0,0.0
L002403,B0784,2023-04-12,2023-06-11,60,maturity,False,0.0,0.0,0.0
L002404,B0785,2023-08-09,2023-11-07,90,maturity,False,0.0,0.0,0.0
L002405,B0786,2024-10-06,2024-11-05,30,maturity,False,0.0,0.0,0.0
L002406,B0786,2024-04-05,2024-07-04,90,maturity,False,0.0,0.0,0.0
L002407,B0786,2023-09-24,2023-12-23,90,maturity,False,0.0,0.0,0.0
L002408,B0786,2024-01-04,2025-01-03,365,maturity,False,0.0,0.0,0.0
L002409,B0787,2023-09-21,2023-12-20,90,maturity,False,0.0,0.0,0.0
L002410,B0787,2023-01-21,2023-07-20,180,maturity,False,0.0,0.0,0.0
L002411,B0787,2023-05-05,2023-08-03,90,maturity,False,0.0,0.0,0.0
L002412,B0787,2024-11-26,2025-11-26,365,maturity,False,0.0,0.0,0.0
L002413,B0787,2023-07-23,2024-07-22,365,maturity,False,0.0,0.0,0.0
L002414,B0788,2024-10-27,2025-10-27,365,maturity,False,0.0,0.0,0.0
L002415,B0788,2023-06-28,2023-09-26,90,maturity,False,0.0,0.0,0.0
L002416,B0788,2023-12-30,2024-03-29,90,maturity,False,0.0,0.0,0.0
L002417,B0788,2024-11-20,2025-11-20,365,maturity,False,0.0,0.0,0.0
L002418,B0788,2024-05-14,2024-11-10,180,maturity,False,0.0,0.0,0.0
L002419,B0789,2024-01-26,2025-01-25,365,maturity,False,0.0,0.0,0.0
L002420,B0790,2024-04-19,2024-06-18,60,maturity,False,0.0,0.0,0.0
L002421,B0790,2023-06-21,2023-09-19,90,maturity,False,0.0,0.0,0.0
L002422,B0790,2024-03-07,2025-03-07,365,maturity,False,0.0,0.0,0.0
L002423,B0791,2024-02-19,2024-03-20,30,maturity,False,0.0,0.0,0.0
L002424,B0791,2023-03-23,2023-05-22,60,maturity,False,0.0,0.0,0.0
L002425,B0791,2023-12-18,2024-02-16,60,maturity,False,0.0,0.0,0.0
L002426,B0791,2023-11-18,2024-02-16,90,maturity,False,0.0,0.0,0.0
L002427,B0791,2024-10-30,2025-01-28,90,maturity,False,0.0,0.0,0.0
L002428,B0792,2024-09-11,2025-03-10,180,maturity,False,0.0,0.0,0.0
L002429,B0792,2023-10-05,2024-04-02,180,maturity,False,0.0,0.0,0.0
L002430,B0792,2024-01-07,2025-01-06,365,maturity,False,0.0,0.0,0.0
L002431,B0793,2024-04-06,2024-10-03,180,maturity,False,0.0,0.0,0.0
L002432,B0793,2023-06-21,2023-08-20,60,maturity,False,0.0,0.0,0.0
L002433,B0793,2023-01-24,2023-03-25,60,maturity,False,0.0,0.0,0.0
L002434,B0793,2023-08-29,2023-11-27,90,maturity,False,0.0,0.0,0.0
L002435,B0793,2024-12-18,2025-01-17,30,maturity,False,0.0,0.0,0.0
L002436,B0794,2023-06-20,2023-12-17,180,maturity,False,0.0,0.0,0.0
L002437,B0794,2023-04-16,2023-05-16,30,maturity,False,0.0,0.0,0.0
L002438,B0795,2024-04-29,2025-04-29,365,maturity,False,0.0,0.0,0.0
L002439,B0796,2023-01-27,2023-07-26,180,maturity,False,0.0,0.0,0.0
L002440,B0797,2023-03-27,2023-04-26,30,maturity,False,0.0,0.0,0.0
L002441,B0797,2023-09-26,2024-09-25,365,maturity,False,0.0,0.0,0.0
L002442,B0797,2023-06-09,2023-07-09,30,maturity,False,0.0,0.0,0.0
L002443,B0797,2024-11-01,2024-12-20,49,default,True,0.03638194172738919,1535.3087417168642,1.0
L002444,B0797,2023-11-13,2024-01-12,60,maturity,False,0.0,0.0,0.0
L002445,B0798,2023-10-18,2024-04-15,180,maturity,False,0.0,0.0,0.0
L002446,B0798,2024-10-03,2024-12-02,60,maturity,False,0.0,0.0,0.0
L002447,B0799,2024-06-23,2024-08-22,60,maturity,False,0.0,0.0,0.0
L002448,B0799,2023-01-30,2023-03-01,30,maturity,False,0.0,0.0,0.0
L002449,B0800,2023-11-30,2024-05-28,180,maturity,False,0.0,0.0,0.0
L002450,B0800,2024-04-23,2025-04-23,365,maturity,False,0.0,0.0,0.0
L002451,B0800,2023-10-06,2024-10-05,365,maturity,False,0.0,0.0,4.2153718776407045e-248
L002452,B0801,2023-05-19,2024-05-18,365,maturity,False,0.0,0.0,0.0
L002453,B0801,2023-07-01,2024-06-30,365,maturity,False,0.0,0.0,0.0
L002454,B0801,2024-09-03,2025-03-02,180,maturity,False,0.0,0.0,0.0
L002455,B0801,2024-10-08,2025-10-08,365,maturity,False,0.0,0.0,0.0
L002456,B0802,2024-06-20,2025-06-20,365,maturity,False,0.0,0.0,0.0
L002457,B0802,2023-11-14,2024-02-12,90,maturity,False,0.0,0.0,0.0
L002458,B0802,2024-05-08,2025-05-08,365,maturity,False,0.0,0.0,0.0
L002459,B0802,2023-08-21,2023-09-20,30,maturity,False,0.0,0.0,0.0
L002460,B0803,2023-11-12,2024-02-10,90,maturity,False,0.0,0.0,0.0
L002461,B0803,2024-02-27,2024-05-27,90,maturity,False,0.0,0.0,0.0
L002462,B0803,2023-06-09,2023-09-07,90,maturity,False,0.0,0.0,0.0
L002463,B0803,2023-01-11,2023-02-10,30,maturity,False,0.0,0.0,0.0
L002464,B0804,2023-05-20,2023-08-18,90,maturity,False,0.0,0.0,0.0
L002465,B0804,2023-10-21,2024-04-18,180,maturity,False,0.0,0.0,0.0
L002466,B0804,2024-07-01,2024-07-13,12,default,True,0.281680738540061,10207.929168693558,1.0
L002467,B0804,2024-12-05,2025-06-03,180,maturity,False,0.0,0.0,0.0
L002468,B0804,2024-05-03,2024-08-01,90,maturity,False,0.0,0.0,0.0
L002469,B0805,2024-03-16,2024-06-14,90,maturity,False,0.0,0.0,0.0
L002470,B0806,2023-08-25,2023-09-24,30,maturity,False,0.0,0.0,0.0
L002471,B0806,2024-07-15,2024-08-31,47,default,True,0.3489837238367787,5955.474088743749,1.0
L002472,B0806,2023-07-13,2024-01-09,180,maturity,False,0.0,0.0,0.0
L002473,B0806,2024-07-28,2025-01-24,180,maturity,False,0.0,0.0,0.0
L002474,B0806,2024-02-09,2024-04-09,60,maturity,False,0.0,0.0,0.0
L002475,B0807,2024-10-23,2025-04-21,180,maturity,False,0.0,0.0,0.0
L002476,B0807,2024-01-23,2024-03-23,60,maturity,False,0.0,0.0,0.0
L002477,B0808,2023-03-23,2023-09-19,180,maturity,False,0.0,0.0,0.0
L002478,B0808,2024-10-02,2024-12-01,60,maturity,False,0.0,0.0,0.0
L002479,B0808,2024-06-13,2025-06-13,365,maturity,False,0.0,0.0,0.0
L002480,B0809,2023-10-19,2024-10-18,365,maturity,False,0.0,0.0,0.0
L002481,B0809,2023-10-03,2024-03-31,180,maturity,False,0.0,0.0,0.0
L002482,B0809,2023-07-12,2023-08-11,30,maturity,False,0.0,0.0,0.0
L002483,B0810,2023-05-20,2023-08-18,90,maturity,False,0.0,0.0,0.0
L002484,B0810,2023-04-24,2023-10-21,180,maturity,False,0.0,0.0,0.0
L002485,B0811,2024-04-08,2024-07-07,90,maturity,False,0.0,0.0,0.0
L002486,B0811,2024-12-18,2025-12-18,365,maturity,False,0.0,0.0,0.0
L002487,B0811,2024-05-18,2024-07-17,60,maturity,False,0.0,0.0,0.0
L002488,B0811,2023-11-25,2023-12-25,30,maturity,False,0.0,0.0,0.0
L002489,B0811,2023-06-05,2023-07-05,30,maturity,False,0.0,0.0,0.0
L002490,B0812,2023-01-23,2023-03-24,60,maturity,False,0.0,0.0,0.0
L002491,B0812,2023-04-15,2023-07-14,90,maturity,False,0.0,0.0,0.0
L002492,B0812,2023-10-03,2023-12-02,60,maturity,False,0.0,0.0,0.0
L002493,B0812,2024-03-24,2024-04-23,30,maturity,False,0.0,0.0,0.0
L002494,B0812,2023-08-27,2023-09-26,30,maturity,False,0.0,0.0,0.0
L002495,B0813,2023-01-16,2023-07-15,180,maturity,False,0.0,0.0,0.0
L002496,B0813,2023-08-11,2023-11-09,90,maturity,False,0.0,0.0,0.0
L002497,B0814,2023-11-16,2024-05-14,180,maturity,False,0.0,0.0,0.0
L002498,B0814,2024-01-16,2024-07-14,180,maturity,False,0.0,0.0,0.0
L002499,B0814,2024-12-14,2025-01-13,30,maturity,False,0.0,0.0,0.0
L002500,B0814,2023-12-05,2024-01-04,30,maturity,False,0.0,0.0,0.0
L002501,B0815,2023-02-27,2023-05-28,90,maturity,False,0.0,0.0,0.0
L002502,B0815,2024-02-06,2024-03-07,30,maturity,False,0.0,0.0,0.0
L002503,B0816,2024-04-26,2024-06-25,60,maturity,False,0.0,0.0,0.0
L002504,B0816,2023-07-16,2023-10-14,90,maturity,False,0.0,0.0,0.0
L002505,B0816,2024-01-26,2024-02-25,30,maturity,False,0.0,0.0,0.0
L002506,B0816,2023-05-05,2023-07-04,60,maturity,False,0.0,0.0,0.0
L002507,B0816,2024-01-30,2024-07-28,180,maturity,False,0.0,0.0,0.0
L002508,B0817,2023-02-04,2023-03-02,26,default,True,0.32684992167706717,7640.945860555542,1.0
L002509,B0817,2024-04-16,2024-05-16,30,maturity,False,0.0,0.0,0.0
L002510,B0818,2024-11-12,2025-01-11,60,maturity,False,0.0,0.0,0.0
L002511,B0818,2024-04-29,2024-10-26,180,maturity,False,0.0,0.0,0.0
L002512,B0818,2024-11-28,2025-02-26,90,maturity,False,0.0,0.0,0.0
L002513,B0818,2023-11-27,2024-01-26,60,maturity,False,0.0,0.0,0.0
L002514,B0818,2024-10-06,2024-11-05,30,maturity,False,0.0,0.0,0.0
L002515,B0819,2024-06-17,2024-07-17,30,maturity,False,0.0,0.0,0.0
L002516,B0819,2023-09-17,2024-03-15,180,maturity,False,0.0,0.0,0.0
L002517,B0819,2024-10-15,2025-01-13,90,maturity,False,0.0,0.0,0.0
L002518,B0819,2023-07-23,2023-10-21,90,maturity,False,0.0,0.0,0.0
L002519,B0819,2023-02-23,2023-04-24,60,maturity,False,0.0,0.0,0.0
L002520,B0820,2023-08-30,2024-02-26,180,maturity,False,0.0,0.0,0.0
L002521,B0821,2023-01-16,2023-03-17,60,maturity,False,0.0,0.0,0.0
L002522,B0821,2023-10-10,2024-10-09,365,maturity,False,0.0,0.0,0.0
L002523,B0821,2023-05-03,2023-10-30,180,maturity,False,0.0,0.0,0.0
L002524,B0822,2023-01-10,2023-02-09,30,maturity,False,0.0,0.0,0.0
L002525,B0822,2024-08-18,2025-02-14,180,maturity,False,0.0,0.0,0.0
L002526,B0823,2023-06-08,2023-09-06,90,maturity,False,0.0,0.0,0.0
L002527,B0823,2023-04-02,2023-06-01,60,maturity,False,0.0,0.0,0.0
L002528,B0823,2023-06-11,2023-12-08,180,maturity,False,0.0,0.0,0.0
L002529,B0823,2023-04-04,2024-04-03,365,maturity,False,0.0,0.0,0.0
L002530,B0823,2023-12-13,2024-01-12,30,maturity,False,0.0,0.0,0.0
L002531,B0824,2023-12-31,2024-02-29,60,maturity,False,0.0,0.0,0.0
L002532,B0825,2023-04-20,2023-06-19,60,maturity,False,0.0,0.0,0.0
L002533,B0825,2024-05-14,2024-07-13,60,maturity,False,0.0,0.0,0.0
L002534,B0825,2023-11-21,2024-11-20,365,maturity,False,0.0,0.0,0.0
L002535,B0825,2024-10-22,2025-01-20,90,maturity,False,0.0,0.0,0.0
L002536,B0825,2024-03-25,2024-05-24,60,maturity,False,0.0,0.0,0.0
L002537,B0826,2024-12-06,2025-06-04,180,maturity,False,0.0,0.0,0.0
L002538,B0827,2023-05-18,2023-08-16,90,maturity,False,0.0,0.0,0.0
L002539,B0827,2023-02-10,2023-08-09,180,maturity,False,0.0,0.0,0.0
L002540,B0827,2024-12-24,2025-06-22,180,maturity,False,0.0,0.0,0.0
L002541,B0828,2023-10-29,2024-10-28,365,maturity,False,0.0,0.0,0.0
L002542,B0828,2024-12-14,2025-06-12,180,maturity,False,0.0,0.0,0.0
L002543,B0828,2023-07-14,2024-07-13,365,maturity,False,0.0,0.0,0.0
L002544,B0828,2023-07-11,2024-07-10,365,maturity,False,0.0,0.0,0.0
L002545,B0828,2023-12-23,2024-03-22,90,maturity,False,0.0,0.0,0.0
L002546,B0829,2023-10-09,2024-10-08,365,maturity,False,0.0,0.0,0.0
L002547,B0829,2024-07-21,2024-09-19,60,maturity,False,0.0,0.0,0.0
L002548,B0829,2023-03-12,2024-03-11,365,maturity,False,0.0,0.0,0.0
L002549,B0829,2023-06-08,2023-12-05,180,maturity,False,0.0,0.0,0.0
L002550,B0830,2023-09-27,2024-09-26,365,maturity,False,0.0,0.0,0.0
L002551,B0830,2024-01-11,2024-07-09,180,maturity,False,0.0,0.0,0.0
L002552,B0830,2023-01-01,2024-01-01,365,maturity,False,0.0,0.0,0.0
L002553,B0831,2023-07-09,2023-08-08,30,maturity,False,0.0,0.0,0.0
L002554,B0831,2024-09-26,2024-12-25,90,maturity,False,0.0,0.0,0.0
L002555,B0831,2024-09-27,2024-11-26,60,maturity,False,0.0,0.0,0.0
L002556,B0831,2023-11-25,2023-12-20,25,default,True,0.13842691373407917,7291.68619999001,1.0
L002557,B0832,2024-02-01,2024-04-01,60,maturity,False,0.0,0.0,0.0
L002558,B0832,2024-06-20,2024-12-17,180,maturity,False,0.0,0.0,0.0
L002559,B0832,2024-07-18,2024-09-16,60,maturity,False,0.0,0.0,0.0
L002560,B0832,2024-09-19,2024-12-18,90,maturity,False,0.0,0.0,0.0
L002561,B0832,2023-11-27,2024-05-25,180,maturity,False,0.0,0.0,0.0
L002562,B0833,2023-04-24,2023-05-24,30,maturity,False,0.0,0.0,0.0
L002563,B0833,2024-06-19,2024-07-19,30,maturity,False,0.0,0.0,0.0
L002564,B0833,2023-02-14,2023-04-15,60,maturity,False,0.0,0.0,0.0
L002565,B0834,2023-02-02,2023-04-03,60,maturity,False,0.0,0.0,0.0
L002566,B0834,2023-04-20,2023-10-17,180,maturity,False,0.0,0.0,0.0
L002567,B0835,2023-04-12,2023-05-12,30,maturity,False,0.0,0.0,0.0
L002568,B0835,2024-08-07,2025-02-03,180,maturity,False,0.0,0.0,0.0
L002569,B0836,2024-06-22,2025-06-22,365,maturity,False,0.0,0.0,0.0
L002570,B0836,2024-12-19,2025-12-19,365,maturity,False,0.0,0.0,0.0
L002571,B0836,2023-09-20,2023-10-20,30,maturity,False,0.0,0.0,0.0
L002572,B0836,2024-01-11,2024-03-11,60,maturity,False,0.0,0.0,0.0
L002573,B0837,2023-03-14,2023-04-13,30,maturity,False,0.0,0.0,0.0
L002574,B0837,2023-08-02,2024-01-29,180,maturity,False,0.0,0.0,0.0
L002575,B0837,2023-03-23,2023-09-19,180,maturity,False,0.0,0.0,0.0
L002576,B0837,2024-10-16,2024-11-15,30,maturity,False,0.0,0.0,0.0
L002577,B0837,2024-01-05,2025-01-04,365,maturity,False,0.0,0.0,0.0
L002578,B0838,2024-01-13,2024-02-12,30,maturity,False,0.0,0.0,0.0
L002579,B0838,2024-09-23,2024-12-22,90,maturity,False,0.0,0.0,0.0
L002580,B0838,2024-06-25,2024-07-25,30,maturity,False,0.0,0.0,0.0
L002581,B0838,2023-03-14,2023-06-12,90,maturity,False,0.0,0.0,0.0
L002582,B0839,2023-08-10,2024-08-09,365,maturity,False,0.0,0.0,0.0
L002583,B0840,2023-04-14,2023-06-13,60,maturity,False,0.0,0.0,0.0
L002584,B0841,2024-01-30,2024-03-30,60,maturity,False,0.0,0.0,0.0
L002585,B0841,2023-07-17,2024-07-16,365,maturity,False,0.0,0.0,0.0
L002586,B0841,2024-11-03,2025-01-02,60,maturity,False,0.0,0.0,0.0
L002587,B0841,2024-08-06,2024-10-05,60,maturity,False,0.0,0.0,0.0
L002588,B0841,2024-07-25,2025-07-25,365,maturity,False,0.0,0.0,0.0
L002589,B0842,2023-04-19,2024-04-18,365,maturity,False,0.0,0.0,0.0
L002590,B0842,2024-01-02,2024-06-30,180,maturity,False,0.0,0.0,0.0
L002591,B0842,2024-12-20,2025-06-18,180,maturity,False,0.0,0.0,0.0
L002592,B0842,2023-04-17,2023-06-16,60,maturity,False,0.0,0.0,0.0
L002593,B0843,2024-07-17,2025-01-13,180,maturity,False,0.0,0.0,0.0
L002594,B0843,2024-05-31,2024-08-29,90,maturity,False,0.0,0.0,0.0
L002595,B0844,2024-06-30,2025-06-30,365,maturity,False,0.0,0.0,0.0
L002596,B0844,2024-03-29,2024-06-27,90,maturity,False,0.0,0.0,0.0
L002597,B0845,2024-07-17,2024-10-15,90,maturity,False,0.0,0.0,0.0
L002598,B0845,2024-01-16,2024-07-14,180,maturity,False,0.0,0.0,0.0
L002599,B0845,2024-10-10,2025-04-08,180,maturity,False,0.0,0.0,0.0
L002600,B0846,2024-09-15,2024-11-14,60,maturity,False,0.0,0.0,0.0
L002601,B0846,2024-07-30,2025-07-30,365,maturity,False,0.0,0.0,0.0
L002602,B0846,2023-08-08,2024-02-04,180,maturity,False,0.0,0.0,0.0
L002603,B0847,2023-09-18,2023-12-17,90,maturity,False,0.0,0.0,0.0
L002604,B0847,2024-04-08,2024-10-05,180,maturity,False,0.0,0.0,0.0
L002605,B0847,2024-02-11,2024-03-12,30,maturity,False,0.0,0.0,0.0
L002606,B0847,2023-02-05,2023-05-06,90,maturity,False,0.0,0.0,0.0
L002607,B0847,2024-09-02,2024-10-02,30,maturity,False,0.0,0.0,0.0
L002608,B0848,2023-05-19,2023-08-17,90,maturity,False,0.0,0.0,0.0
L002609,B0848,2023-01-07,2023-04-07,90,maturity,False,0.0,0.0,0.0
L002610,B0848,2023-08-16,2023-10-15,60,maturity,False,0.0,0.0,0.0
L002611,B0848,2023-11-19,2023-12-19,30,maturity,False,0.0,0.0,0.0
L002612,B0848,2024-12-07,2025-03-07,90,maturity,False,0.0,0.0,0.0
L002613,B0849,2024-06-07,2025-06-07,365,maturity,False,0.0,0.0,0.0
L002614,B0849,2024-08-07,2025-08-07,365,maturity,False,0.0,0.0,0.0
L002615,B0849,2023-06-08,2023-07-08,30,maturity,False,0.0,0.0,0.0
L002616,B0849,2023-02-08,2023-08-07,180,maturity,False,0.0,0.0,0.0
L002617,B0849,2023-12-31,2024-02-29,60,maturity,False,0.0,0.0,0.0
L002618,B0850,2023-09-29,2023-12-28,90,maturity,False,0.0,0.0,0.0
L002619,B0850,2024-08-19,2024-10-18,60,maturity,False,0.0,0.0,0.0
L002620,B0851,2023-09-20,2023-12-19,90,maturity,False,0.0,0.0,0.0
L002621,B0851,2023-04-05,2024-04-04,365,maturity,False,0.0,0.0,0.0
L002622,B0852,2024-08-05,2024-10-04,60,maturity,False,0.0,0.0,0.0
L002623,B0852,2023-03-21,2023-06-19,90,maturity,False,0.0,0.0,0.0
L002624,B0852,2024-05-09,2024-07-08,60,maturity,False,0.0,0.0,0.0
L002625,B0852,2024-05-14,2025-05-14,365,maturity,False,0.0,0.0,0.0
L002626,B0853,2024-09-01,2024-11-30,90,maturity,False,0.0,0.0,0.0
L002627,B0854,2024-08-13,2025-02-09,180,maturity,False,0.0,0.0,0.0
L002628,B0855,2023-02-27,2023-05-28,90,maturity,False,0.0,0.0,0.0
L002629,B0856,2024-03-20,2024-09-16,180,maturity,False,0.0,0.0,0.0
